Date,Adj Close,HL_PCT,PCT_change,Volume,MA_5,MA_20,MA_60,EMA_5,up_band,mid_band,low_band,ADX,MACD,RSI,ATR,MOM,WILLR,CCI,OBV
2006-05-02,17.960617065429688,0.9713729000271377,-9.060166757318038,7200,,,,,,,,,,,,,,,7200.0
2006-05-03,17.960617065429688,0.409416171738678,-8.317422534287001,74400,,,,,,,,,,,,,,,7200.0
2006-05-04,18.1254825592041,0.710305953831129,-8.039150679194202,116000,,,,,,,,,,,,,,,123200.0
2006-05-05,18.317811965942383,0.7045766670125735,-8.135348669346966,8500,,,,,,,,,,,,,,,131700.0
2006-05-08,18.354454040527344,2.6039082405773386,-10.422380451174993,45600,18.143796539306642,,,,18.480964500648913,18.143796539306642,17.80662857796437,,,,,,,,177300.0
2006-05-09,18.32697296142578,2.4573709026799775,-10.293819443640508,65200,18.21706771850586,,,,18.520723241964863,18.21706771850586,17.913412195046856,,,,,,,,112100.0
2006-05-10,18.21705818176269,0.9095421399698732,-8.594792258825214,14100,18.268355941772462,,,,18.438858726634884,18.268355941772462,18.09785315691004,,,,,,,,98000.0
2006-05-11,17.8323917388916,3.95480475048364,-11.89529673642656,69600,18.20973777770996,,,,18.59838727174207,18.20973777770996,17.821088283677852,,,,,,,,28400.0
2006-05-12,17.502666473388672,1.9473728380705182,-7.8807027716385685,60300,18.04670867919922,,,,18.706519501141504,18.04670867919922,17.386897857256937,,,,,,,,-31900.0
2006-05-15,17.38360023498535,1.0052938512830967,-8.507367184287624,3300,17.85253791809082,,,,18.601233893750905,17.85253791809082,17.103841942430737,,,,,,-195.3710212591383,,-35200.0
2006-05-16,17.38360023498535,1.4822694319351977,-9.31872631298367,13400,17.663863372802734,,,,18.307295171865324,17.663863372802734,17.020431573740144,,,,,-0.5770168304443359,-194.14992471935204,,-35200.0
